instance,family,status,result,completed,variables,clauses,decisions,propagations,conflicts,restarts,props_per_decision,cpu_time,download_bytes,wall_total,error
090eefb9bc472f6478e70baf2c6d2403-PRP_100_150.cnf,sc2023-main,no_decisions,INDET,False,2356356,14117450,0,52298,0,1,,10.4896,41600464,17.37,
0945c95ba9b82c32d12fc9d9e5229c5a-SC23_Timetable_C_473_E_45_Cl_32_D_6_T_50.cnf,sc2023-main,ok,INDET,False,248145,797883,5598769,100962570,258933,612,18.0330,9.96874,1373448,12.11,
096ac97e4261eabca440fc7bc135d7c0-SC23_Timetable_C_478_E_50_Cl_32_D_6_T_50.cnf,sc2023-main,ok,INDET,False,248016,798549,9666766,90189395,163206,444,9.3298,9.93281,1344120,12.13,
0982db5b0b15642e79e8242881529b39-REGRandom-K4-L3-Seed15.cnf,sc2023-main,no_decisions,INDET,False,22528,13231616,0,0,0,1,,10.2402,10747568,14.15,
0a279c478775cdeede51ad431aebf200-24_0.cnf,sc2023-main,ok,INDET,False,3968,13120,182757,101050307,157382,426,552.9217,9.98911,23172,11.10,
0a4ed112f2cdc0a524976a15d1821097-cliquecoloring_n12_k9_c8.cnf,sc2023-main,ok,INDET,False,270,6663,3240381,47061734,2121244,4093,14.5235,9.99263,7680,10.95,
0ae0c5a4fb9001d63669a0aa5b592167-multiplier_16bits__miter_19.cnf,sc2023-main,ok,INDET,False,5776,17200,660026,89988083,513754,1030,136.3402,9.99467,42536,11.27,
0be1e12a8e7282d1a4e389bb90f6dbc7-or_randxor_k3_n600_m600.cnf,sc2023-main,ok,INDET,False,1200,8093,5150035,44236965,1775854,3448,8.5896,9.99234,21568,11.10,
0c9da400944b002f90fd385d4fdab385-DivS_568_11.cnf.sanitized.cnf,sc2023-main,no_decisions,INDET,False,568,553495,0,0,0,1,,9.91661,7841624,12.88,
0d3e99a07b6a6b67ac59d706c0af9d68-grs-32-160.cnf,sc2023-main,ok,INDET,False,372416,1062080,509681,115641125,115249,311,226.8892,9.90101,2005248,12.36,
0eb98926b26343d31954169dfbde2b24-satcoin-genesis-UNSAT-11900.cnf,sc2023-main,ok,INDET,False,134781,648661,31792,106829581,8730,37,3360.2661,9.99036,1506252,12.07,
0ef0d91d378eab41ba6fb9dfc9b87fc8-sat-bench-trig-taylor4.cnf,sc2023-main,ok,INDET,False,1067515,4729261,164310,131754523,31130,115,801.8655,9.8813,8191796,13.19,
10196804504080e7107809a2e5b3bfcc-ContextModel_output_6_5_6.bul_.dimacs.cnf,sc2023-main,ok,INDET,False,29610,184038,426248,82613901,178005,492,193.8165,9.98011,212116,11.46,
112b0ac22b2a567cd3badfed3a5497fd-mchess16-mixed-35percent-blocked.cnf,sc2023-main,ok,INDET,False,16278,988,5652554,71662539,3215589,5677,12.6779,9.91107,3400,10.98,
1153a473e1d5dd21ccd33189d594a4aa-tseitin_d3_n10000.cnf,sc2023-main,ok,INDET,False,15000,40000,11606296,54715461,889881,1916,4.7143,9.90268,115540,11.52,
11db226d109e82f93aaa3b2604173ff9-posixpath__joinrealpath_13.cnf,sc2023-main,ok,INDET,False,351,4291,767198,19252707,560722,1165,25.0948,9.92779,6224,10.95,
14a5ff0d6213dcfe182ec656764bbdfb-satcoin-genesis-UNSAT-9080.cnf,sc2023-main,ok,INDET,False,141429,646015,26614,106761732,7196,31,4011.4876,9.99461,1494148,12.29,
150b5f8cac40bb4e0fcbdd65c3c04701-PRP_100_550.cnf,sc2023-main,parse_error,rc1,False,,,,,,,,,152962616,29.44,
15a2ec07aaca45d454a2fbfc0624e75e-hash_table_find_safety_size_29.cnf,sc2023-main,parse_error,rc1,False,,,,,,,,,145569916,31.95,
15c53f73c62a78c24bf5974e4a7afcd8-18_1.cnf,sc2023-main,ok,INDET,False,3008,9856,253872,89875618,225262,511,354.0194,9.98937,17272,11.75,
17039a3ed02ea12653ec5389e56dab50-pbl-00070.shuffled-as.sat05-1324.shuffled-as.sat05-1324.cnf,sc2023-main,no_decisions,UNSAT,True,257,7374,0,10,0,0,,0.053111,69720,1.32,
177a4ad8fd76ad8240387998112c3168-SC23_Timetable_C_481_E_49_Cl_32_D_6_T_50.cnf,sc2023-main,ok,INDET,False,247375,793062,11188674,98246064,176226,486,8.7808,9.90916,1313144,12.24,
18416a9ac0909dce5fa96345f784c87e-intervals122.cnf,sc2023-main,ok,INDET,False,2568,57706,2178966,18391509,337379,785,8.4405,9.95349,109572,11.90,
189e5991b041a89700513106988e720d-rphp_p20_r20.cnf,sc2023-main,ok,INDET,False,800,7850,1775534,21765169,1002917,2046,12.2584,9.91991,8180,10.97,
18babbd2835b8a37c6299f8b0301c7c9-brent_67_0.05.cnf,sc2023-main,ok,INDET,False,80042,314597,1865258,123255133,373404,893,66.0794,9.95642,836768,12.52,
19004c7d629f7e6e83c6e1d7a9a768a9-6s166.cnf,sc2023-main,ok,INDET,False,5448,15993,598362,106598117,425112,1021,178.1499,9.96337,41036,11.37,
1932e1e8f0c78372759909e45a19ecc7-brent_69_0.3.cnf,sc2023-main,ok,INDET,False,81990,177986,1993373,103723050,467395,1023,52.0339,9.93947,823968,13.71,
19c6a29181bee2f3aa03bfb5c5d693d0-brent_9_0.cnf,sc2023-main,ok,INDET,False,10449,45198,974316,124199587,565649,1182,127.4736,9.96035,101672,51.14,
1a20649a8c79d6675d934cec271d573f-tseitin_grid_n100_m100.cnf,sc2023-main,ok,INDET,False,19800,78408,48979747,112021997,1305585,2541,2.2871,9.95661,147344,39.63,
1a40d2d8c589799a0d267cae03fcd4c5-SCPC-800-40.cnf,sc2023-main,ok,INDET,False,800,33490,265969,5931876,102231,255,22.3029,9.97534,148360,11.60,
1a63072b90f88c7fa621b5041f412b79-asconhashv12_opt64_H8_M2-nm2vUdkK_m3_5_U3.c.cnf,sc2023-main,ok,INDET,False,158612,372521,639461,48783542,123345,328,76.2885,9.9096,635132,11.87,
1a6a635f5b959e191ec705b2f236568a-square.2.0.i.smt2-cvc4.cnf,sc2023-main,ok,UNSAT,True,42387,183641,41257,16954516,12613,55,410.9488,0.773127,465760,2.62,
1aa7cd96ab1f7bf58984deccf8362ab4-rand_net50-60-10.shuffled.cnf,sc2023-main,ok,INDET,False,6000,17901,434464,116672974,254318,596,268.5446,9.93464,97876,11.47,
1b02025658c2a23e1fd3ce0a9c3633cb-asconhashv12_opt64_H8_M2-I61h2mH5_m2_6.c.cnf,sc2023-main,ok,INDET,False,158739,373026,477963,99278899,107334,280,207.7125,9.98081,625608,12.05,
1b86f59ce4c43f19f0ad1238f8c362b4-PRP_30_37.cnf,sc2023-main,ok,INDET,False,172792,1027604,9326758,147674921,377579,893,15.8335,9.96942,3004136,12.36,
1ce81dbba1292bf791e194b17aa2a219-satch2ways15u.cnf,sc2023-main,ok,INDET,False,15195,46499,242755,102672604,142285,382,422.9474,9.97546,63612,12.86,
1d1af993697599892804df5878d58979-brent_69_0.cnf,sc2023-main,ok,INDET,False,82539,365958,1985067,137478214,399077,968,69.2562,9.95031,730088,12.31,
1d42a7c3616ce163e292340cfcd34f97-PRP_100_600.cnf,sc2023-main,parse_error,rc1,False,,,,,,,,,166752740,32.41,
1ea7fe95e6158afe11f7b795b9aac939-REGRandom-K4-L4-Seed10.cnf,sc2023-main,no_decisions,INDET,False,49152,52939776,0,0,0,1,,11.0206,34423372,20.14,
1eea3d913d346b900252d77fc0cb25c8-par32-4.shuffled.cnf,sc2023-main,ok,INDET,False,3176,9869,651737,113172147,597760,1277,173.6470,9.99164,57788,11.39,
1f215812371f0c428eb1f1e51f9f23d7-20_2.cnf,sc2023-main,ok,INDET,False,3328,10944,221262,94647231,191756,509,427.7609,9.98984,19340,11.10,
1f6cf91464c6a19022144774b162a3cc-ER_500_30_3.apx_2_DC-ST.cnf,sc2023-main,ok,INDET,False,1002,113964,131528,3730001,65760,200,28.3590,9.98768,225192,11.66,
20be6aa61af15fd53b4c48eb3f2f3319-27_1.cnf,sc2023-main,ok,INDET,False,4448,14752,155950,109598811,135052,378,702.7817,9.99152,25784,11.11,
20cae5fe475d571da703f89d5da4bb8f-grs-96-32.cnf,sc2023-main,ok,INDET,False,75802,222678,1147629,151656062,463285,1023,132.1473,9.98095,450988,11.83,
211938776d92f11870a687abd11d55a4-iso-icl004.shuffled-as.sat05-3238.cnf,sc2023-main,ok,UNSAT,True,1000,7393,15,1263,15,1,84.2000,0.013635,48580,1.28,
21667cf04beae213adbab0d48408a7e4-satcoin-genesis-UNSAT-10600.cnf,sc2023-main,ok,INDET,False,134781,648661,44130,93417353,11585,49,2116.8673,9.99066,1508756,12.19,
21bde0ebb111c637a1ae8789827b0b73-WCNF_from_fp_13.cnf,sc2023-main,ok,INDET,False,572,12199,282853,13175953,203403,510,46.5823,9.98169,14164,11.49,
220bb8aa093e502c47afcdac3140d67c-vmpc_24.cnf,sc2023-main,ok,SAT,True,576,67872,357130,20991167,200528,510,58.7774,5.54535,86528,6.83,
22d0a2fdc65d884c2bbde56af9feba4a-intervals961.cnf,sc2023-main,ok,INDET,False,2379,52030,2081017,31567379,481405,1023,15.1692,9.93298,94600,11.35,
23c4e178c94c0dff82ea6c87abed7ecc-rphp_p60_r60.cnf,sc2023-main,ok,INDET,False,7200,214350,1809129,10429132,224476,511,5.7647,9.95463,110416,12.49,
246afd75cb97a21144f368c00252a656-BZ2File_write_11.cnf,sc2023-main,ok,INDET,False,176,1149,1445085,19641161,1150885,2128,13.5917,9.98621,2136,10.96,
24b93d0bf941e4b050c9109e4cb7faf4-connm-ue-csp-sat-n600-d-0.02-s1022905465.used-as.sat04-951.cnf,sc2023-main,ok,SAT,True,556,6427,8057,494913,6028,30,61.4265,0.084467,8740,1.05,
24bf910d2b9da558fb3e71a4dbe79ba3-lisa19_99_a.shuffled.cnf,sc2023-main,ok,SAT,True,1201,6428,45212,8002630,34493,125,177.0023,0.812005,39744,1.90,
2537f10a45d7ab430334dc1de6bfbdf0-SC23_Timetable_C_486_E_50_Cl_33_D_6_T_50.cnf,sc2023-main,ok,INDET,False,250679,807738,13753102,107109406,168874,459,7.7880,9.96727,1360884,12.14,
25b7a69d04a5029cf4ba2f483b5bec45-asconhashv12_opt64_H9_M2-LSGb5PgEM_m2_7.c.cnf,sc2023-main,ok,INDET,False,158664,372443,896198,81697297,168278,455,91.1599,9.98612,632668,11.93,
26114429758a203d651f4df87c94de4c-sgen1-unsat-97-100.cnf.mis-72.debugged.cnf,sc2023-main,ok,INDET,False,7009,13783,2355403,125820167,1526672,3014,53.4177,9.99273,13020,11.10,
262009b8df6350761c7dfc8761f0af79-intervals788.cnf,sc2023-main,ok,INDET,False,2449,52707,1195445,26470642,375436,893,22.1429,9.95088,76680,11.34,
2722f39c27dc45a989bb52761ed52e50-31_1.cnf,sc2023-main,ok,INDET,False,5088,16928,117557,119041378,104544,268,1012.6269,9.97531,28828,11.09,
275d36e3f246990dccd094e5e1442ba9-WS_500_32_50_10.apx_2_DC-AD.cnf,sc2023-main,ok,INDET,False,1000,25000,334379,26331028,199967,510,78.7461,9.9772,52112,11.28,
27b4fe4cb0b4e2fd8327209ca5ff352c-grid_10_20.shuffled.cnf,sc2023-main,no_decisions,UNSAT,True,398,741,0,2,0,0,,0.005297,5232,0.93,
28857e681fc6a9077d5a7d0e9c7a19ad-hash_table_find_safety_size_14.cnf,sc2023-main,no_decisions,INDET,False,7112640,28380366,0,720164,0,1,,10.2029,52694084,19.50,
28e45a3e488ddac73b6116cc6f3e67e0-g2-T99.2.0.cnf,sc2023-main,no_decisions,INDET,False,3467274,12115112,0,10286,0,1,,10.7622,32469240,16.74,
28f29fe949422ec88892e18073de065c-5col100_15_6.shuffled.cnf,sc2023-main,ok,UNSAT,True,300,3973,941576,35102564,757731,1595,37.2806,6.49367,33060,7.60,
2902c241b2196f5fd914509fdc124ba7-REGRandom-K4-L2-Seed20.cnf,sc2023-main,no_decisions,INDET,False,10240,3306240,0,0,0,1,,10.0445,1471784,12.34,
291c2b4fa2d8b009cd2a8331891ba667-PRP_30_40.cnf,sc2023-main,ok,INDET,False,186658,1111772,8709918,150937013,365953,889,17.3293,9.96456,3262688,12.38,
29505dfcf090c4cfdfb59268160be81d-hash_table_find_safety_size_24.cnf,sc2023-main,no_decisions,INDET,False,15062376,60600058,0,1355794,0,1,,10.9664,107599060,28.16,
29bab0de14e56e526be9683131005cb2-stb_588_138.apx_2_DS-ST.cnf,sc2023-main,ok,INDET,False,1176,13472,395454,50393300,285403,680,127.4315,9.98519,33872,11.11,
29e101b66dfddb440e974b9feec5b1aa-spg_200_307.cnf,sc2023-main,ok,INDET,False,321487,1576009,750398,166094225,143913,382,221.3415,9.98349,4408768,12.58,
2b3de92685792ae19e4549b5c4571e27-crafted_n12_d6_c4_num4.cnf,sc2023-main,no_decisions,INDET,False,56064,15834160,0,0,0,1,,10.1118,4912208,63.45,
2c9dc96b7a8b0410e64dd33f7e00a0c1-30_2.cnf,sc2023-main,ok,INDET,False,4928,16384,124135,117104910,109813,286,943.3674,9.99167,27708,53.31,
2d0c041c0fe72dc32527bfbf34f63e61-170223547.cnf,sc2023-main,ok,INDET,False,322,1127,1891502,80876482,1495923,2938,42.7578,9.9929,6236,10.93,
2e808d215e4155379a847b146ef38b34-goldcrest-and-16.cnf,sc2023-main,ok,INDET,False,852822,2626665,521156,132474100,73004,228,254.1928,9.95358,4790780,12.66,
2ef023ae6c46e4415734f9349a36d678-velev-pipe-o-uns-1.0-7.cnf,sc2023-main,ok,INDET,False,24415,711049,2072713,185889665,272359,638,89.6842,9.98087,713204,11.90,
2f219dfa21d996e1834aa247f934f304-grs-192-48.cnf,sc2023-main,ok,INDET,False,192442,568038,835291,155444820,317878,765,186.0966,9.96457,1023828,12.07,
303ba61141150f84b0d8b44839df59fd-REGRandom-K3-L3-Seed10.cnf,sc2023-main,ok,INDET,False,4608,474496,1294534,3795818,192045,509,2.9322,9.95719,360868,11.70,
30e680ded3b9be6be0b5baac273f2646-asconhashv12_opt64_H5_M2-A8qZX_m0_3_U23.c.cnf,sc2023-main,ok,INDET,False,126959,296289,1029104,52027530,195594,510,50.5561,9.97103,488632,11.95,
323223c497a22051f5a3ef508ccbaa7c-SC23_Timetable_C_477_E_50_Cl_32_D_6_T_50.cnf,sc2023-main,ok,INDET,False,248425,801709,12316659,95261648,168345,455,7.7344,9.9737,1353544,12.13,
328da7966b09b2f6e99c93c4e877fbff-sgen3-n260-s62321009-sat.cnf,sc2023-main,ok,INDET,False,260,624,2079682,80539060,1572870,3069,38.7266,9.97587,2948,10.96,
33bcf82677b7fdacf18dd48892596a1d-TimetableCNFEncoding_20_UNKNOWN.cnf,sc2023-main,ok,INDET,False,378430,2643697,11819004,163024759,35278,125,13.7934,9.97321,3264884,42.59,
33cfa309d10e1d4fe30f1302807f42ce-SC23_Timetable_C_482_E_50_Cl_33_D_6_T_50.cnf,sc2023-main,ok,INDET,False,248675,799427,10854191,93292472,183018,508,8.5951,9.96716,1361268,12.08,
3498eea73b78ddc444cbee48b121c541-grs-64-160.cnf,sc2023-main,ok,INDET,False,448832,1290784,555223,139597726,81375,253,251.4264,9.95879,2473956,12.37,
34e5fd58b65bf305cc773f0dbfb47917-intervals553.cnf,sc2023-main,ok,INDET,False,2572,55767,1218440,50485039,464077,1023,41.4342,9.96174,100472,68.59,
35b19a3332597c1e5a3668f75ca72971-SC23_Timetable_C_480_E_50_Cl_32_D_6_T_50.cnf,sc2023-main,ok,INDET,False,248899,802015,11554261,97878838,183208,508,8.4712,9.97077,1352540,37.60,
2a144840047376cee3b7b99455158976-goldberg03:hard_eq_check:i10mul.miter.used-as.sat04-333.cnf,sc2023-main,ok,INDET,False,12998,77941,2710328,125606429,269155,637,46.3436,9.97361,197372,11.54,
2a4680a801ad32ab8768030250daf0c8-ER_500_10_5.apx_2_DC-ST.cnf,sc2023-main,ok,INDET,False,1002,38877,255122,14435445,141538,382,56.5825,9.9714,81676,11.34,
2b7e863462991fd008f9898eca63ebf4-SC23_Timetable_C_481_E_50_Cl_32_D_6_T_50.cnf,sc2023-main,ok,INDET,False,248213,797751,12868597,104345709,172962,475,8.1086,9.97038,1307872,12.12,
339b1cfda231aaca601cd6339c07ca2c-PRP_100_450.cnf,sc2023-main,parse_error,rc1,False,,,,,,,,,125234424,347.17,
358fa8d20aa467c7e9b9bf34f73d1dc9-patat-08-comp-3.cnf,sc2023-main,ok,SAT,True,78774,1616620,820622,23583981,93886,255,28.7392,3.18965,1947724,107.06,
3663000b31a5c80922afc6e48322accb-6s165.cnf,sc2023-main,ok,INDET,False,3098,8994,876919,92139539,645889,1389,105.0719,9.97713,22468,207.69,
36c342091848d5d6a1a8eeb3a8b49b86-rovers1_ks99i.renamed-as.sat05-3971.cnf,sc2023-main,ok,SAT,True,439,5389,37,301,7,1,8.1351,0.007591,5560,7.82,
3728fe50d8038c639c2d9c84e04fe2b1-46bits_11.dimacs.cnf,sc2023-main,ok,INDET,False,689,16922,659260,29938654,510755,1023,45.4125,9.97705,115128,11.44,
37d40a1092b58ad28285b9453872d211-DecompressReader_read_12.cnf,sc2023-main,ok,INDET,False,228,2023,1609751,31907586,1235205,2324,19.8214,9.97722,3760,10.93,
385a678ba820d79c6fb5f497adaf32ec-grs-48-128.cnf,sc2023-main,ok,INDET,False,289152,830928,597684,139451457,140579,381,233.3197,9.94582,1591720,12.14,
385e2c7010a419a9bd47b9258c9d2903-tseitin_d3_n200.cnf,sc2023-main,ok,INDET,False,300,800,8417909,52333661,4948710,8191,6.2169,9.96228,2492,11.03,
38833d6a1ff6a56ef22bd2dc1e3fdde7-rbsat-v1150c84314gyes10.cnf,sc2023-main,ok,INDET,False,1150,84314,377696,19343881,174792,476,51.2155,9.94606,146316,11.56,
38ca761a5808eace8bc8f1fcfdb5b5a8-multiplier_15bits__miter_20.cnf,sc2023-main,ok,INDET,False,5052,15036,698182,88107296,527024,1084,126.1953,9.9707,37112,11.47,
396245861b331d45e1345bd43fe352e2-asconhashv12_opt64_H8_M2-1yQCyA0j_m2_6.c.cnf,sc2023-main,ok,INDET,False,158719,372941,893309,46054128,169267,460,51.5545,9.961,628828,307.65,
3a7a64e1d6cf5ce969b2b05b5464f707-PRP_30_38.cnf,sc2023-main,ok,INDET,False,177404,1055410,8213724,140260356,404221,987,17.0763,9.96823,3085904,12.55,
3cff6c97a515aecfe46ba0f1256a3c11-shuffling-1-s1870372346-of-bench-sat04-423.used-as.sat04-562.cnf,sc2023-main,ok,INDET,False,3502,29920,852056,60465959,335983,781,70.9648,9.9637,141844,11.56,
3e7dc7350195104b76b7d03ab5b0af8f-SC23_Timetable_C_490_E_50_Cl_33_D_6_T_50.cnf,sc2023-main,ok,INDET,False,253201,818399,8209579,83655896,171062,467,10.1900,9.95724,1372760,12.10,
3f341c57c37d86350af5233b8e15e52e-19_2.cnf,sc2023-main,ok,INDET,False,3168,10400,230037,92053618,201441,510,400.1687,9.97653,18124,11.14,
3f4174289e971950c290f27892169bc5-intervals607.cnf,sc2023-main,ok,INDET,False,2598,62261,1367738,37577842,363826,875,27.4744,9.95987,90264,11.34,
3ff114cc7bee4f39fa56a0325e605c2d-stb_588_138.apx_2_DC-ST.cnf,sc2023-main,ok,INDET,False,1176,13472,423090,54578583,311762,764,128.9999,9.98649,33868,123.04,
4029fbae284eaf924b37b6f43d3a67fb-WCNF_from_fp_14.cnf,sc2023-main,ok,INDET,False,616,13134,320463,15200172,233592,526,47.4319,9.96852,14500,11.11,
40ae60a61929b6bfa2ac99ab4b9a0f7e-grs-96-192.cnf,sc2023-main,ok,INDET,False,688704,1986848,457907,155987567,54907,171,340.6534,9.95647,3710080,12.72,
41457ee03686b32962c12445524f62a9-mchess18-mixed-45percent-blocked.cnf,sc2023-main,ok,INDET,False,26095,1281,5063157,68014020,2828853,4986,13.4331,9.97875,4352,10.99,
41a8365f60db55b71d949df6954e0db7-FileObject_open_13.cnf,sc2023-main,ok,INDET,False,247,2073,1450107,27504909,1108061,2047,18.9675,9.97288,3576,10.98,
41c39c9a2d75ca50b603ea7c3d86106a-brent_63_0.cnf,sc2023-main,ok,INDET,False,75330,333882,1930496,137234369,390634,948,71.0876,9.91135,722332,11.96,
4282ea42fd414bfd2c4bf81fe8a43e24-DivU_1520_10.cnf.sanitized.cnf,sc2023-main,no_decisions,INDET,False,1520,766890,0,0,0,1,,10.0305,11514504,13.05,
428da12ab8f5f68ae261e6468c2fef73-TableSymModel_output_8_3_10.bul_.dimacs.cnf,sc2023-main,ok,INDET,False,10440,106244,2080463,43227925,316571,765,20.7780,9.96511,81288,11.34,
431bfb466be51ecd86b321b5cbce6d3c-mrpp_8x8#22_10.cnf,sc2023-main,ok,UNSAT,True,8918,71958,45086,466897,7795,31,10.3557,0.111224,132332,1.60,
4380f8ed143d97a65f8888b2feeddb80-intervals477.cnf,sc2023-main,ok,INDET,False,2331,49442,2420306,25489369,349445,828,10.5315,9.94726,89928,11.33,
4408f30395fb799e01b34b0dc7ee1d62-cliquecoloring_n14_k9_c8.cnf,sc2023-main,ok,INDET,False,329,9018,3712708,49470144,2189453,4094,13.3245,9.96293,8840,11.05,
44092fcc83a5cba81419e82cfd18602c-php-010-009.shuffled-as.sat05-1185.cnf,sc2023-main,ok,UNSAT,True,90,415,569313,6139619,470096,1023,10.7843,1.70464,1488,2.68,
44ad104c3b0c83b4cfc260583dee2397-PRP_30_36.cnf,sc2023-main,ok,INDET,False,167970,999018,7044403,141366862,392629,954,20.0680,9.97718,2914128,12.35,
44b249f51321a2bf38f730534b781bec-c880_gr_rcs_w7.shuffled.cnf,sc2023-main,ok,SAT,True,4592,61745,1268,37466,197,2,29.5473,0.051896,260832,1.72,
45faf223af97fe9177daa3ad4002cf2f-hash_table_find_safety_size_25.cnf,sc2023-main,parse_error,rc1,False,,,,,,,,,114694176,27.01,
4611cd26b441b8c5866e4a2c5a7952dc-WS_400_24_90_10.apx_1_DS-ST.cnf,sc2023-main,ok,INDET,False,800,15600,350927,27735190,236832,541,79.0341,9.96935,32964,56.67,
46e119b7ff8d0781354bfe68139c99b5-grs-96-96.cnf,sc2023-main,ok,INDET,False,259366,755670,739651,148991119,183936,508,201.4344,9.94723,1438984,12.17,
48539e7e4baae6db72cda7e8a9cecfa0-oisc-subrv-sll-nested-15.cnf,sc2023-main,no_decisions,INDET,False,13053309,45250848,0,4,0,1,,11.5948,70252460,25.02,
48ac8814180bdc90bf96a4caea64dae2-intervals633.cnf,sc2023-main,ok,INDET,False,2478,56766,1129093,31186189,369994,892,27.6206,9.96104,107900,11.58,
